CloneID	Chromosome	Start	End	Case1.Ref	Case1.Test	Case2.Ref	Case2.Test	Case3.Ref	Case3.Test
CTD-2003N11	1	40682480	40816046	99	109	138	159	NA	NA
RP11-644L15	1	40756546	40941468	NA	NA	241	288	563	300
RP11-708H15	1	40800451	41001765	326	404	520	484	875	603
RP11-652O5	1	40941486	41129707	657	678	721	882	1047	586
RP11-348A7	1	41065345	41248946	1136	1026	1095	1522	1747	1538
RP11-316O6	1	41212558	41368879	NA	NA	NA	NA	NA	NA
RP11-164K22	1	41295544	41463147	754	666	900	977	1687	880
RP11-399E6	1	41363680	41568032	357	420	438	533	784	600
RP11-1006C8	1	41552345	41727237	2879	3123	4210	5361	NA	NA
RP11-595K3	1	41622810	41803770	720	873	600	1061	681	526
RP11-92H18	1	41784702	41972979	836	1067	NA	NA	1014	730
RP11-413J19	1	41793980	42031031	883	1031	780	830	935	470
RP11-499B14	1	41927173	42162994	1888	2107	2287	3074	2460	2127
RP11-45C15	1	42090138	42249691	1678	2502	1862	2432	921	714
RP11-799L22	1	42128350	42330056	1270	2310	1813	2740	2042	2181
RP11-558M13	1	42295687	42513519	1009	1301	1122	1340	769	697
RP11-96H10	1	42459424	42607407	427	553	396	687	749	573
RP11-105J15	1	42565321	42730741	184	177	220	229	574	316
RP11-483I17	1	42724193	42908332	318	396	NA	NA	NA	NA
RP11-336K5	1	42835818	43025124	486	662	506	585	710	607
RP11-125O1	1	42987314	43155878	NA	NA	NA	NA	171	108
RP11-281F19	1	43056294	43246822	532	522	638	742	1398	921
RP11-35J13	1	43180854	43351517	602	774	NA	NA	NA	NA
RP11-113C10	1	43264221	43447741	94	94	NA	NA	NA	NA
RP11-297L5	1	43346827	43536891	252	281	281	294	NA	NA
RP11-90B12	1	43493106	43682951	434	414	510	568	754	586
RP11-150L19	1	43645267	43801418	515	627	590	700	1094	871
RP11-339E4	1	43752240	43908725	1116	1762	980	1567	1272	1079
RP11-323B10	1	43845549	44005765	326	323	NA	NA	685	329
RP13-542I22	1	43901323	44088517	NA	NA	NA	NA	NA	NA
RP11-662O3	1	44019145	44212225	86	98	118	165	NA	NA
RP11-419A24	1	44028725	44225047	381	294	NA	NA	636	442
RP11-445G20	1	44107045	44254683	88	96	NA	NA	205	130
RP11-802K22	1	44156492	44322197	NA	NA	NA	NA	NA	NA
RP11-570P14	1	44224042	44403634	345	363	383	435	860	499
RP11-76O14	1	44232761	44397094	934	1306	616	828	963	844
RP11-76I8	1	44388708	44566814	913	1162	1250	1560	2214	1494
RP11-164M17	1	44441402	44616883	796	1098	977	1249	871	598
RP11-761L18	1	44573722	44759029	1487	2063	1238	1699	1921	1891
RP11-7P12	1	44651001	44819232	1729	2928	1839	2281	1078	963
RP11-788F3	1	44825719	45017050	413	544	NA	NA	1101	878
RP11-149G23	1	44980085	45134394	992	1268	1251	1780	682	495
RP11-69J16	1	45047484	45222267	NA	NA	252	304	NA	NA
RP11-154C15	1	45204589	45366579	224	240	NA	NA	NA	NA
RP11-452L15	1	45339801	45548646	479	683	NA	NA	452	437
RP11-782K14	1	45468447	45671072	166	188	NA	NA	555	409
RP11-1J21	1	45566674	45772279	871	1045	1066	1271	1509	1352
RP11-767N6	1	45664598	45835622	286	329	355	410	287	209
RP11-183P1	1	45734659	45914870	83	80	128	143	NA	NA
RP11-743A18	1	45910230	46074216	256	406	334	350	NA	NA
RP11-735A5	1	46015681	46136539	100	102	NA	NA	NA	NA
RP11-200M7	1	46064920	46218444	727	1372	812	1495	1207	1202
RP11-165N17	1	46183763	46352067	604	713	785	1061	1349	972
RP11-112C15	1	46338684	46504602	NA	NA	NA	NA	NA	NA
CTD-2270C3	1	46436528	46588142	219	291	201	257	251	147
RP11-165O6	1	46544006	46720371	NA	NA	NA	NA	451	283
RP11-4M3	1	46736358	46909999	705	907	725	748	566	445
RP11-8J9	1	46824014	46981344	747	990	774	1021	NA	NA
RP11-384I18	1	46905104	47075916	489	533	716	831	1621	969
RP11-779G13	1	46963053	47154433	1783	2421	1438	2167	NA	NA
RP11-585B20	1	47024063	47210471	2247	3157	2270	3499	3614	3005
RP11-705G19	1	47174923	47324082	1176	1917	991	1783	1509	1142
RP11-624P10	1	47250574	47422974	504	556	542	676	NA	NA
RP11-332M15	1	47357689	47504314	197	276	287	395	NA	NA
RP11-178C19	1	47425363	47572398	230	325	NA	NA	NA	NA
RP11-801E19	1	47482381	47663929	243	296	403	439	568	334
RP11-165I13	1	47597680	47766823	240	270	281	313	616	384
RP11-458M5	1	47724786	47931001	NA	NA	NA	NA	2361	2432
RP11-45M2	1	47811121	47978648	808	1033	1532	1641	1538	964
RP11-797P21	1	47823146	48020208	549	593	738	904	1630	1055
RP11-561A23	1	47931671	48109366	2304	2918	2655	3328	870	844
RP11-330M19	1	47934056	48137694	818	866	571	779	821	481
RP11-119B2	1	47978660	48134081	104	105	129	141	NA	NA
RP11-39A2	1	48052339	48186942	661	766	551	756	1043	678
RP11-655A1	1	48166743	48371319	1208	1844	1801	2502	1249	999
RP11-26H15	1	48509040	48676781	179	221	218	231	NA	NA
RP11-430G23	1	48579415	48740189	749	1001	997	1429	1225	950
RP11-93C10	1	48769151	48938811	NA	NA	NA	NA	549	279
RP11-715D13	1	48890878	49072881	2140	3205	2683	4340	3751	3868
RP11-353J23	1	49118762	49296259	1397	2149	1448	2092	2255	2028
RP11-94O18	1	49220295	49372739	NA	NA	NA	NA	NA	NA
RP11-421N22	1	49373434	49603182	NA	NA	484	636	918	660
RP11-558D23	1	49615915	49791164	186	316	203	298	367	317
RP11-145E23	1	49758135	49944084	185	239	244	338	442	279
RP11-266K13	1	50034052	50192585	62	63	NA	NA	NA	NA
RP11-475I8	1	50123285	50295671	111	126	NA	NA	228	127
RP11-680C11	1	50271832	50453162	612	847	764	1167	NA	NA
RP11-670L22	1	50325852	50539011	1783	2465	1383	1700	2912	2493
RP11-183G22	1	50450816	50617277	147	164	NA	NA	371	237
RP11-367O3	1	50551114	50737241	173	236	NA	NA	NA	NA
CTD-2588P8	1	50577728	50754253	57	73	92	113	207	116
RP11-544H17	1	50700181	50913099	697	725	NA	NA	829	683
RP11-670L5	1	50815487	50987516	453	437	532	453	780	443
RP11-480P12	1	51006605	51196238	177	285	NA	NA	377	362
RP11-116M11	1	51066427	51235283	NA	NA	NA	NA	NA	NA
RP11-278J17	1	51157177	51312830	130	170	171	227	270	193
RP11-186C18	1	51284438	51466201	NA	NA	NA	NA	NA	NA
RP11-682P18	1	51443783	51631936	943	1471	1527	2251	1400	1067
RP11-88E11	1	51741990	51961371	216	227	288	327	NA	NA
RP11-350N19	1	51896962	52074114	1678	2493	1723	2479	1369	1443
RP11-469M21	1	52017856	52126759	181	225	260	335	729	591
RP11-87O13	1	52030976	52190551	516	530	586	640	985	554
RP11-91A18	1	52080632	52253720	311	295	354	368	829	464
RP11-66G13	1	52124879	52288741	229	270	286	358	408	301
RP11-601F17	1	52355360	52526779	1321	1885	1242	1829	479	355
RP11-155O18	1	52468292	52659407	2934	3754	3014	4205	2595	2150
RP11-43F6	1	52602944	52761467	NA	NA	221	280	NA	NA
CTD-2130O1	1	52710619	52837861	NA	NA	216	229	NA	NA
RP11-452I17	1	52762774	52946601	291	468	246	287	453	352
RP11-537L8	1	52901163	53102966	NA	NA	NA	NA	205	188
RP11-712H4	1	52991378	53179443	390	498	NA	NA	501	363
CTD-2235M4	1	53110722	53237875	508	532	714	725	578	318
RP11-627G19	1	53119517	53301378	301	314	338	362	621	386
RP11-562F12	1	53213951	53417029	1353	1861	1331	1611	1167	952
RP11-29L6	1	53378564	53560741	871	1303	1233	1525	1106	782
RP11-351E14	1	53393458	53598814	361	379	NA	NA	1608	921
RP11-809G7	1	53540426	53748672	413	524	891	923	733	479
RP11-96E15	1	53627686	53807634	784	1082	NA	NA	1079	762
RP11-325F2	1	53687911	53883914	137	183	NA	NA	NA	NA
RP11-789L3	1	53748673	53915231	107	124	NA	NA	NA	NA
RP11-323E4	1	53842962	54032527	113	128	NA	NA	NA	NA
RP11-48C4	1	53852720	54021059	537	703	846	1093	510	360
RP11-187B22	1	53987499	54166886	349	438	414	558	641	426
RP11-195G13	1	54039750	54231973	234	282	343	385	441	294
RP11-431J10	1	54057156	54228861	1572	2160	1649	2240	2138	1910
RP11-769F17	1	54062291	54272783	248	245	347	343	NA	NA
RP11-84E6	1	54212148	54383707	168	178	NA	NA	NA	NA
RP11-323C5	1	54277074	54465771	141	138	175	232	446	186
RP11-92H3	1	54460877	54654714	953	1233	1089	1341	1198	885
RP11-433C3	1	54599175	54780000	301	452	658	877	427	287
CTD-2313D11	1	54706189	54775221	NA	NA	NA	NA	NA	NA
RP11-154H10	1	54726307	54899078	254	283	341	428	483	255
RP11-240D10	1	54737524	54899065	376	416	471	505	937	668
RP11-425H22	1	54809215	54981586	258	337	316	324	532	443
RP11-275N17	1	54901952	55060955	237	274	NA	NA	452	258
RP11-12C17	1	54981587	55170384	737	968	1109	1150	498	361
RP11-12C19	1	55006634	55170384	979	1153	1121	1553	635	540
RP11-627J9	1	55119895	55291123	262	319	258	268	NA	NA
RP11-109I2	1	55223765	55411908	NA	NA	NA	NA	NA	NA
RP11-387E3	1	55421320	55565081	829	1144	916	1159	979	892
RP11-791G4	1	55477591	55674132	1803	2960	1959	3120	1768	1720
RP11-395E5	1	55620241	55788618	497	630	331	488	557	569
RP11-365M18	1	55767302	55951125	483	621	488	696	958	881
RP11-623O13	1	55900513	56072766	NA	NA	68	81	NA	NA
RP11-447E4	1	55928053	56105018	1417	2439	1525	2329	1146	1263
RP11-306P2	1	56116985	56282488	203	255	NA	NA	545	328
RP11-221L3	1	56165624	56323677	2833	4332	2357	3076	1553	1327
RP11-769I7	1	56177699	56350902	1247	1596	1291	2107	1482	1486
RP11-613A17	1	56294107	56442560	315	425	293	382	495	476
RP11-606D16	1	56407231	56568301	920	982	886	1263	1533	1518
RP11-802D18	1	56497146	56677503	2313	3064	1907	2536	3143	3129
RP11-147B11	1	56630179	56795310	845	1473	805	1173	1141	919
RP11-347O14	1	56745490	56938549	872	1069	1025	1534	1984	1534
RP11-650C20	1	56852961	57033315	746	1124	665	1048	902	667
RP11-367O1	1	56956736	57132308	1803	2439	1535	2155	1454	1534
RP11-123K23	1	57033998	57218154	824	1258	816	1330	1334	1002
CTD-2005O9	1	57126602	57262923	271	342	322	383	265	206
RP11-367N23	1	57218937	57388741	495	681	474	746	836	757
RP11-725A1	1	57351338	57533277	394	549	461	547	NA	NA
RP11-711A19	1	57582941	57758901	1306	1961	NA	NA	1867	1760
RP11-24B9	1	57593036	57757425	1267	1844	NA	NA	1138	935
RP11-15K14	1	57593750	57638814	2403	2448	2798	4018	1120	805
RP11-243M12	1	57641255	57826247	191	230	NA	NA	326	197
RP11-145H7	1	57768887	57935733	337	549	NA	NA	845	660
RP11-749L17	1	57798859	58001913	951	1540	686	957	1415	1253
RP11-208L7	1	57970309	58118527	451	482	544	614	1109	721
RP11-768B5	1	58014189	58206082	850	1091	904	1480	1132	1356
RP11-684M24	1	58145947	58318612	425	442	389	506	618	426
RP11-12L18	1	58199244	58369134	1216	1851	1362	1883	963	693
RP11-636K17	1	58363970	58567842	NA	NA	614	912	677	518
RP11-18M18	1	58515702	58683401	1167	1543	1163	1346	2126	1879
RP11-342F23	1	58571482	58782202	529	837	640	1007	1524	1325
RP11-588L12	1	58675641	58874087	300	379	371	470	NA	NA
RP11-454N17	1	58838562	59028905	673	1142	NA	NA	954	938
RP11-162J4	1	58864817	59033770	1832	2212	2298	2967	3290	2547
RP11-206P1	1	59052351	59215106	NA	NA	NA	NA	266	164
RP11-10A17	1	59259123	59423182	504	623	637	724	868	667
RP11-592P11	1	59335804	59521151	579	764	681	819	1005	791
CTD-2003P9	1	59424869	59544813	1390	2023	1780	2672	1528	1263
RP11-467C18	1	59458076	59598319	461	576	378	544	921	697
RP11-316F18	1	59578525	59755182	102	104	152	174	NA	NA
RP11-242B9	1	59729161	59878728	602	790	753	1065	1911	1372
RP11-66M21	1	59760525	59932317	NA	NA	212	282	351	212
RP11-354P7	1	59817385	60017752	713	883	945	1250	1323	866
RP11-315F15	1	59841047	59863997	275	362	NA	NA	NA	NA
RP11-475B24	1	59939673	60127391	484	858	616	765	732	655
RP11-13N22	1	60021183	60185280	874	1129	987	1264	630	473
RP11-479E21	1	60045715	60235870	1027	1402	1158	1944	NA	NA
RP11-123H7	1	60166241	60322671	96	106	85	119	313	188
RP11-541N13	1	60270825	60454646	2504	3527	2150	3097	1415	1007
RP11-706N7	1	60326857	60543372	633	821	700	1049	632	488
RP11-363E22	1	60536825	60710231	2843	4221	2704	4155	1841	1794
RP11-776H12	1	60639402	60810558	402	464	NA	NA	863	587
RP11-25A21	1	60747377	60919771	638	778	735	903	846	642
RP11-734H5	1	60777343	60840534	2615	3504	3330	3663	1991	1292
RP11-436K8	1	60829728	61043067	995	1642	1077	1561	908	900
RP11-364M11	1	61003629	61167987	962	1441	1179	1714	1508	1317
RP11-32I17	1	61084265	61238362	532	578	575	728	551	385
RP11-717I12	1	61256243	61435349	972	1535	949	1580	2422	2076
RP11-108D17	1	61330734	61496288	NA	NA	NA	NA	NA	NA
RP11-232E7	1	61460203	61660160	85	89	NA	NA	NA	NA
RP11-689O24	1	61650317	61859646	498	725	537	1221	643	433
RP11-1K15	1	61802772	61971007	976	1199	1101	1116	1150	819
RP11-138I13	1	61954965	62094249	355	403	471	435	1042	676
RP11-805D13	1	61973164	62147845	NA	NA	88	100	220	116
RP11-571K22	1	61985620	62181729	489	459	925	1016	NA	NA
RP11-119G24	1	62003536	62175280	140	154	184	205	293	152
RP11-55I4	1	62072938	62247535	1173	1586	1056	1661	1500	1214
RP11-127K10	1	62131855	62280898	1066	1715	1332	2043	571	483
RP11-565K24	1	62212155	62376343	122	129	150	150	NA	NA
RP11-624D22	1	62305879	62463366	223	246	276	295	NA	NA
RP11-185E18	1	62384170	62556057	93	90	NA	NA	NA	NA
RP11-746E15	1	62452636	62645341	670	1178	694	995	871	723
RP11-293K19	1	62609321	62760544	254	403	229	314	NA	NA
RP11-611A1	1	62723860	62908109	310	323	374	424	NA	NA
RP11-637F13	1	62821919	62994565	495	604	857	1013	1263	1324
RP11-456A2	1	62957421	63126928	1191	2084	1265	1844	801	676
RP11-13M4	1	62973164	63167317	2114	2772	2123	3156	1156	1040
RP11-5P4	1	63134919	63313913	1080	1571	1224	1847	771	715
RP11-818K2	1	63202128	63389376	245	301	248	384	516	347
RP11-810G2	1	63333527	63538808	845	1516	1151	1929	929	1008
RP11-673C4	1	63435414	63640252	154	215	NA	NA	NA	NA
RP11-445I18	1	63531600	63732983	607	818	602	912	786	557
CTD-2015B4	1	63612220	63747454	NA	NA	NA	NA	117	80
RP11-736A8	1	63654683	63672708	518	647	947	642	1326	883
RP11-384L12	1	63701753	63909625	437	436	553	693	NA	NA
RP11-425O10	1	63825255	63999735	625	659	820	1005	2066	1687
RP11-35C14	1	63997156	64128974	254	237	NA	NA	689	428
RP11-522H23	1	64057394	64273389	1236	1709	1331	1945	1364	1296
RP11-746P17	1	64226397	64413225	1174	1921	1850	2983	3453	2783
RP11-105I6	1	64372218	64570597	224	224	217	246	415	227
RP11-281O19	1	64545227	64722942	563	605	775	956	NA	NA
RP11-93F23	1	64672204	64852404	797	1130	922	1299	1354	1157
RP11-442I3	1	64886605	65061597	1323	1898	1638	2455	1246	1167
RP11-391L18	1	64989708	65170745	307	406	442	477	553	409
RP11-34E8	1	65095751	65252182	278	292	306	350	556	354
RP11-101O11	1	65141067	65306314	NA	NA	NA	NA	98	70
RP11-726F23	1	65290373	65469506	450	623	460	544	454	349
RP11-469G8	1	65411615	65574305	271	286	280	322	NA	NA
CTD-2008P8	1	65511942	65694675	793	981	912	1052	1157	804
RP11-282E16	1	65598101	65774821	231	290	252	361	443	322
RP11-410H13	1	65682583	65827812	190	262	NA	NA	496	383
RP11-731H18	1	65771696	65903145	289	344	431	443	293	224
RP11-808L20	1	65858808	66043545	106	143	NA	NA	NA	NA
RP11-610F12	1	65978801	66138485	231	239	308	454	NA	NA
RP11-18D17	1	66024374	66196931	534	712	720	1015	600	445
RP11-442C16	1	66038377	66215594	787	838	933	1265	1504	1427
RP11-348H6	1	66170306	66320067	NA	NA	NA	NA	408	278
RP11-360E7	1	66355154	66532500	1533	1959	NA	NA	3441	2759
RP11-607G9	1	66398432	66614105	NA	NA	529	757	816	643
RP11-500D11	1	66419932	66601792	474	517	479	565	1185	773
RP11-798J14	1	66464621	66649661	189	185	265	310	NA	NA
RP11-711K22	1	66533803	66705991	92	106	NA	NA	NA	NA
RP11-10D5	1	66605496	66787462	562	788	693	900	543	465
RP11-97G8	1	66804110	66968626	298	382	392	431	NA	NA
RP11-174B10	1	66806348	66959769	277	320	348	466	655	538
RP11-806B9	1	66820000	66947682	797	1097	872	1207	1264	1258
RP11-266I14	1	66885615	67060285	175	205	NA	NA	327	217
RP11-381L12	1	66926758	67078147	124	181	111	144	NA	NA
RP11-281L19	1	67224949	67423382	896	1009	833	1247	1222	737
RP11-384C24	1	67330522	67527404	744	1198	973	1362	1100	1100
RP11-102M16	1	67458299	67624390	511	623	635	716	1038	654
RP11-55O4	1	67588545	67761335	446	530	431	586	474	265
RP11-764P11	1	67713444	67889926	1030	1219	1445	1652	900	598
RP11-746B5	1	67839854	68010277	903	1350	969	1411	896	927
RP11-714F22	1	67861996	68099410	979	1420	1344	2130	1103	817
RP11-422P8	1	67977354	68147767	1493	2265	1562	2363	1757	1949
RP11-112C5	1	68150838	68311676	NA	NA	NA	NA	NA	NA
RP11-518D3	1	68270672	68457217	243	328	314	402	494	328
RP11-122G15	1	68398709	68555492	675	917	438	779	NA	NA
RP11-746A17	1	68422490	68585279	486	633	582	661	992	669
RP11-228O3	1	68518456	68678211	129	161	NA	NA	NA	NA
RP11-358F2	1	68638037	68814118	402	561	388	659	471	476
RP11-43E20	1	68742921	68930175	NA	NA	NA	NA	NA	NA
RP11-769K8	1	68927879	69094349	314	396	456	544	541	473
RP11-752H20	1	68985644	69024968	806	1018	1026	1265	959	829
RP11-333N17	1	69015467	69207044	599	653	524	689	1934	1658
RP11-272A13	1	69132672	69316976	322	463	NA	NA	409	334
RP11-185G11	1	69305515	69449016	NA	NA	NA	NA	270	138
RP11-413D19	1	69535383	69703544	514	981	820	1258	888	782
RP11-795A13	1	69563056	69737194	260	421	NA	NA	543	426
RP11-493B12	1	69726900	69880000	236	406	NA	NA	472	377
RP11-460H15	1	69811392	69991055	982	1789	1410	1527	1670	1276
RP11-505J8	1	69888207	70068311	377	580	489	877	670	680
RP11-423A18	1	69955777	70137560	532	596	765	785	777	608
RP11-419I14	1	70117800	70287694	606	937	539	726	763	786
RP11-768G20	1	70137192	70319254	1215	2011	1158	2123	1126	1352
RP11-261C1	1	70203628	70373841	264	317	332	336	714	375
RP11-465H9	1	70309918	70495534	457	618	568	849	1365	1003
RP11-521J17	1	70393869	70580868	608	1004	609	961	970	1015
RP11-180O5	1	70477942	70670739	174	211	232	243	NA	NA
RP11-170O9	1	70602643	70804011	875	850	897	1233	1665	1173
CTD-2011O1	1	70746785	70841571	568	876	682	961	654	702
RP11-99H8	1	70830779	70990935	106	120	181	201	265	182
RP11-69F2	1	70899635	71074967	165	183	NA	NA	369	250
RP11-202E21	1	71022387	71195953	816	1160	827	1213	867	898
RP11-667C4	1	71184248	71387675	676	1107	896	1259	1106	893
RP11-802C16	1	71207966	71388641	229	361	276	411	554	428
RP11-437B7	1	71375346	71548831	1082	1641	1438	2031	1007	1038
RP11-417C2	1	71484329	71621881	NA	NA	NA	NA	332	248
RP11-739D5	1	71568468	71720779	605	884	563	872	550	516
RP11-356O17	1	71668246	71869550	413	508	571	787	NA	NA
RP11-650N17	1	71777117	71942517	765	1253	849	1357	1268	958
RP11-30O7	1	71868004	72008599	453	385	NA	NA	456	318
RP11-21C1	1	71974335	72141968	810	809	900	1132	1812	1508
RP11-603C14	1	72045264	72252878	202	233	163	247	NA	NA
RP11-768N16	1	72168030	72354706	273	390	239	346	411	425
RP11-763J10	1	72328583	72518139	307	403	336	491	392	316
RP11-145G22	1	72385378	72591162	741	1160	809	1164	808	764
RP11-634D10	1	72461872	72650592	393	598	408	556	699	620
RP11-10G6	1	72581070	72741808	691	978	998	1551	497	386
RP11-367J2	1	72731660	72912472	363	684	NA	NA	553	473
RP11-695J17	1	72810361	72979050	184	175	263	234	NA	NA
RP11-6C24	1	72899436	73061944	396	568	NA	NA	467	381
RP11-262K1	1	72941342	73115956	1321	2170	1419	2467	687	651
RP11-368J1	1	73056469	73254397	201	375	198	285	331	233
RP11-560G21	1	73145746	73324358	1607	2218	1459	2007	817	653
RP11-585N5	1	73283143	73482579	563	823	NA	NA	598	455
RP11-215J24	1	73382352	73537470	122	150	176	229	226	134
RP11-706P19	1	73453408	73629025	NA	NA	86	120	NA	NA
RP11-480P9	1	73535532	73696782	333	486	354	637	NA	NA
RP11-30N7	1	73624097	73789781	912	1020	1058	1365	1887	1807
RP11-637B22	1	73638180	73811209	NA	NA	NA	NA	NA	NA
RP11-747H9	1	73662160	73837324	154	189	106	165	NA	NA
RP11-660G22	1	73677528	73845027	228	281	NA	NA	NA	NA
RP11-519H14	1	73783956	73976683	79	104	NA	NA	199	143
RP11-616J10	1	73888290	74064512	70	104	NA	NA	NA	NA
RP11-680L8	1	73982326	74148370	NA	NA	NA	NA	865	755
RP11-699H3	1	74084993	74266659	391	394	NA	NA	651	441
RP11-293C13	1	74220182	74371381	NA	NA	NA	NA	NA	NA
RP11-60K15	1	74254258	74420419	949	1128	848	955	1116	685
CTD-2007A5	1	74355091	74456146	610	1139	614	992	729	641
RP11-16O20	1	74377435	74523903	601	874	686	965	378	368
RP11-744P7	1	74420791	74586624	546	773	NA	NA	852	705
RP11-235J11	1	74421403	74567901	129	151	183	295	523	453
RP11-423I7	1	74507391	74703372	732	1246	1127	1443	1737	1751
RP11-627I15	1	74536806	74738236	177	204	NA	NA	NA	NA
RP11-800J12	1	74664694	74855755	208	283	309	443	652	537
RP11-585M16	1	74674412	74856479	590	841	755	1116	712	595
RP11-44I8	1	74801198	74953083	379	370	NA	NA	NA	NA
RP11-806L14	1	74815966	74981737	232	385	NA	NA	273	201
RP11-794B20	1	74834107	75006322	343	326	413	442	1280	785
RP11-525A15	1	74864253	75044026	NA	NA	NA	NA	NA	NA
RP11-175O16	1	74919778	75039762	2038	3059	2070	3133	1422	1273
RP11-538B11	1	74982910	75161282	204	265	299	414	393	338
RP11-664F18	1	75016690	75180987	226	393	318	386	NA	NA
RP11-26K6	1	75158359	75303947	173	241	181	252	214	152
RP11-316M10	1	75179207	75388321	NA	NA	NA	NA	NA	NA
RP11-47B7	1	75327255	75499765	292	373	NA	NA	549	408
RP11-114K16	1	75425075	75597284	439	485	NA	NA	335	258
RP11-631J12	1	75561663	75780583	333	518	381	587	494	301
RP11-492C3	1	75625624	75875171	257	396	307	458	614	411
RP11-118G16	1	75714241	75745177	203	171	NA	NA	NA	NA
RP11-297N6	1	75758241	75939531	161	210	228	297	474	361
RP11-103D1	1	75807313	75963074	258	287	346	438	NA	NA
RP11-711D8	1	75964693	76163347	783	1325	885	1492	790	727
RP11-550H2	1	76089359	76283672	1363	2198	1238	1813	1053	982
RP11-13J14	1	76258604	76442320	1507	2027	1068	1418	963	918
RP11-1M3	1	76322842	76504730	1098	1582	1156	1829	736	556
RP11-806G12	1	76435746	76667584	1604	2573	NA	NA	1869	2391
RP11-299L9	1	76503971	76540419	554	920	1213	1238	456	422
RP11-180M17	1	76646104	76799143	362	489	362	623	659	481
RP11-465C20	1	76702593	76867535	1884	2681	1922	3384	1668	1583
RP11-232A7	1	76774838	76950403	457	701	481	659	629	496
RP11-794G9	1	76866752	77051440	302	355	306	436	479	303
RP11-190F9	1	76986484	77147525	428	458	485	649	604	393
RP11-64N3	1	77011196	77167696	674	693	833	920	NA	NA
CTD-2013F12	1	77137592	77296328	321	340	386	431	334	204
RP11-627E4	1	77190638	77391865	261	316	242	367	582	410
RP11-162L20	1	77378458	77536383	341	406	433	485	725	541
RP11-754F4	1	77502456	77658198	963	1179	885	1029	NA	NA
RP11-722L22	1	77625074	77793235	1085	1308	1186	1604	4199	3641
RP11-607F18	1	77731156	77903128	359	501	396	678	665	510
RP11-417K2	1	77802845	78020786	102	110	135	168	164	101
RP11-181C21	1	77961093	78115889	141	167	NA	NA	253	151
RP11-553D1	1	77964692	78134982	72	83	NA	NA	NA	NA
RP11-16C6	1	77994450	78147050	458	441	643	750	851	546
RP11-770L11	1	78095751	78322021	821	1130	636	1004	913	910
RP11-661E7	1	78180337	78243768	548	538	NA	NA	NA	NA
RP11-280I18	1	78243990	78450985	NA	NA	NA	NA	NA	NA
RP11-630L23	1	78388087	78566261	941	1636	1392	1873	642	695
RP11-160E18	1	78502956	78652725	115	140	154	170	NA	NA
RP11-34J10	1	78552472	78740689	310	382	305	400	495	458
RP11-323I3	1	78677460	78861983	310	382	500	488	939	568
RP11-348L16	1	78720464	78912612	320	365	407	476	562	385
RP11-675A3	1	78885408	79042912	1161	1658	1085	1536	1923	1688
RP11-484A8	1	78921108	79117939	772	1072	1119	1584	1087	884
